time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.0,0.0,0.0,0.0,0.0,0.004224000000000046,0.00441599999999994,0.004287999999999988,0.004255999999999972,6.712376628286338e-05,0.07695900000000006,0.07737800000000004,0.07719760000000005,0.0772159999999999,0.00014806566111018386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2112,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.0044160000000000536,0.004576999999999999,0.0044804000000000085,0.004480000000000019,5.3905843839038785e-05,0.0773119999999999,0.07799399999999991,0.07765960000000002,0.07756700000000012,0.0002483631212559752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2176,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.004255999999999972,0.0044160000000000536,0.004313599999999996,0.004288000000000011,5.5054881709095084e-05,0.08345900000000006,0.08380899999999986,0.0836876,0.08371400000000005,0.00012942735414118311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2240,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.004,0.004031999999999925,0.004012599999999997,0.004,1.543502510525606e-05,0.08355200000000003,0.08422500000000002,0.08380860000000001,0.08377600000000007,0.00023083985791020118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2304,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.004223999999999933,0.004321000000000026,0.0042562000000000355,0.004256000000000085,3.5419768491633835e-05,0.08428800000000002,0.085154,0.08464059999999998,0.08463999999999987,0.0002919079306904797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2368,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.00441599999999994,0.004576000000000022,0.004473600000000011,0.004480000000000019,5.865696889544449e-05,0.08380699999999991,0.08422599999999988,0.08406479999999993,0.08409799999999984,0.0001396730467914301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2432,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.004255999999999972,0.004288000000000011,0.004268799999999964,0.004255999999999972,1.5676734353803797e-05,0.08381100000000004,0.08518400000000008,0.08446260000000003,0.08432099999999991,0.00045943643738827184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2496,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.004511999999999944,0.004639999999999986,0.004557400000000007,0.004545000000000073,4.773510238807067e-05,0.08339099999999997,0.08403000000000009,0.08383220000000004,0.08393400000000008,0.00022906889793251266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2560,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.004255999999999972,0.004480000000000019,0.004352199999999994,0.00432000000000005,8.35999999999937e-05,0.08415999999999997,0.08461000000000002,0.08444880000000003,0.08454399999999998,0.00016234457182180112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2624,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.004448999999999956,0.004607999999999947,0.0045317999999999765,0.004543999999999983,5.90504868735209e-05,0.0907829999999999,0.09161800000000006,0.09125799999999999,0.09129599999999993,0.00030375450613946237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584,28,4,16,1,4096,1,64,2688,True,AttentionBackend.FLASHINFER
