time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.33248,0.375458,0.36520485714285716,0.371265,0.013632326476800216,0.17388900000000002,0.19542400000000001,0.190506,0.19294450000000002,0.0064152729949706715,0.133952,0.147136,0.14428829999999998,0.14598450000000002,0.003967053945940241,0.9126110000000001,1.031587,1.0073982000000001,1.0216669999999999,0.03620869600883192,0.173089,0.194017,0.18948709999999996,0.192161,0.0066408755966363385,8.60044,9.938493000000001,9.65537475,9.813884000000002,0.36898372025522674,0.7906580000000001,0.852994,0.8424681000000002,0.8472344999999999,0.01648469843491229,4.475404999999999,5.2116940000000005,5.102003299999999,5.1455185,0.19982339982647182,0.099937,0.100704,0.10022765,0.100177,0.0001726960552531528,,,,,,28,4,3584,18944,151936,True,4096,1
0.36035300000000003,0.38105700000000003,0.37153785714285714,0.373025,0.005494418789711487,0.18835300000000002,0.196864,0.1930901,0.19480050000000002,0.0030746367736693703,0.142656,0.149249,0.1463444,0.1472005,0.002069339662791009,0.998595,1.039395,1.02318385,1.028739,0.013794606414374437,0.1872,0.19584000000000001,0.19185815,0.1937125,0.00313843182616733,9.48278,10.060414000000002,9.789627200000002,9.926717,0.21237698433648652,0.832003,0.8593630000000001,0.8471193000000001,0.852786,0.00984846300749514,5.0063189999999995,5.284399,5.15913355,5.208623,0.10174449550146458,0.099968,0.10048,0.1002019,0.10019199999999999,0.00013394286095197384,,,,,,28,4,3584,18944,151936,True,4096,1
0.35232100000000005,0.372417,0.36791428571428575,0.370241,0.005003473918359182,0.18496,0.19424100000000002,0.19223885000000002,0.1932005,0.0021913613867867617,0.140256,0.147233,0.14492530000000003,0.145649,0.0017525879179088296,0.983011,1.02378,1.0134511000000002,1.0171230000000002,0.010279519448398344,0.183681,0.193056,0.19088225,0.1919365,0.0022104013181999324,9.424732,9.942494,9.785031,9.834877500000001,0.1426540394541986,0.818115,0.8480019999999999,0.8413975499999999,0.8439545,0.007025713155794213,4.881902,5.192848,5.142431399999999,5.1852155,0.07928860970807844,0.099104,0.099521,0.09937475000000001,0.0993925,0.0001260618399833974,,,,,,28,4,3584,18944,151936,True,4064,1
0.351969,0.374849,0.3655615238095238,0.366753,0.005010849548910249,0.181057,0.19216,0.18936864999999997,0.1899525,0.00260851118983607,0.139457,0.145633,0.1438199,0.144224,0.001496084452830118,0.983715,1.024163,1.01442225,1.016803,0.00927525537586432,0.180513,0.191041,0.18833175,0.18939250000000002,0.002511043784464938,9.365885,9.931294,9.771908400000001,9.818126499999998,0.16951383339816237,0.811651,0.8411860000000001,0.8345816999999999,0.8379384999999999,0.007522068838424704,4.861071,5.180848,5.12504285,5.170272000000001,0.08045231526952792,0.0984,0.098913,0.09864195,0.0986405,0.00014002766690907954,,,,,,28,4,3584,18944,151936,True,4032,1
0.355041,0.367265,0.3627621904761905,0.362754,0.003343817858149688,0.183904,0.18975999999999998,0.18786150000000001,0.187985,0.0017064187205958544,0.14044900000000002,0.144832,0.14253639999999998,0.14252900000000002,0.0012537981655752993,0.987939,1.008419,1.0016526499999998,1.0021795,0.005990909833030383,0.182688,0.188929,0.18662454999999997,0.1863845,0.0017111942752066475,9.511357,9.835486999999999,9.715585299999999,9.712879000000001,0.10094613364121459,0.8142100000000001,0.8316509999999999,0.8256584500000003,0.825858,0.005142986316091064,4.955343,5.159473,5.0945838,5.0909759999999995,0.059889808176850974,0.097024,0.097728,0.0973665,0.09732850000000001,0.00018682893244891248,,,,,,28,4,3584,18944,151936,True,4000,1
0.348353,0.369217,0.3594297142857143,0.360225,0.0054260503933108,0.182145,0.191361,0.18742959999999997,0.187585,0.0025976638427633375,0.13814400000000002,0.145185,0.1422981,0.1424645,0.001919320945021962,0.983043,1.0498910000000001,1.0213264499999999,1.0214590000000001,0.018311975547370626,0.181281,0.190273,0.18608220000000003,0.1861445,0.002417073056405203,9.210973000000001,9.767487000000001,9.487815600000001,9.488014,0.17471094421941644,0.8029790000000001,0.8324819999999999,0.8196523499999999,0.8200185,0.008005109470050965,4.793934999999999,5.105328000000001,4.9768239,4.969072,0.0838375439823355,0.09635200000000001,0.096896,0.09665139999999998,0.09664,0.00013559292016915788,0.0022719999999999997,0.002496,0.0023631999999999998,0.002368,5.2848462607723964e-05,28,4,3584,18944,151936,True,3968,1
0.344289,0.360609,0.35565371428571424,0.357346,0.0043187323552707595,0.181249,0.188416,0.18613655,0.186816,0.0021111459086240346,0.13756800000000002,0.14336000000000002,0.14080025000000002,0.14105600000000001,0.001549679769339459,0.9792050000000001,1.034339,1.0158336,1.017747,0.015622029216462226,0.179553,0.188001,0.184839,0.18484850000000003,0.0020921482739041258,9.141853000000001,9.638975,9.4419312,9.4231985,0.14215650701061833,0.7952670000000001,0.821443,0.8127499000000002,0.814866,0.006922094703917284,4.758735,5.018736,4.9548270500000005,4.995664,0.07393840583382572,0.095616,0.096161,0.09589015000000001,0.0959045,0.0001403678292914709,0.0022719999999999997,0.002496,0.0023521,0.0023525,4.468657516525516e-05,28,4,3584,18944,151936,True,3936,1
0.34969700000000004,0.359649,0.3548476666666666,0.355489,0.003087128660273062,0.181793,0.18556899999999998,0.18386945,0.18403200000000003,0.0010692414823135112,0.13814500000000002,0.141984,0.1400997,0.1401125,0.0009319843399971887,1.0070430000000001,1.0315549999999998,1.0197232999999999,1.020211,0.006863297531799097,0.18080000000000002,0.18476900000000002,0.1827653,0.182481,0.0011282934059897696,9.390592000000002,9.626177000000002,9.5030762,9.514607000000002,0.06428466924516336,0.802115,0.813346,0.8079594,0.806995,0.003361066057071773,4.870640000000001,5.0051049999999995,4.961048049999999,4.95312,0.0395153040080358,0.09487999999999999,0.09552,0.09529300000000002,0.09531200000000001,0.00015282146446098446,0.002304,0.002496,0.0023583499999999995,0.002336,4.9700377262149616e-05,28,4,3584,18944,151936,True,3904,1
0.345665,0.357089,0.3509346190476191,0.350978,0.0035818219290000646,0.180416,0.185793,0.1828085,0.18276799999999999,0.0013471897602045544,0.136545,0.140769,0.1386677,0.138689,0.0011939452290620415,1.001156,1.034916,1.0163617499999997,1.016291,0.009337976300435768,0.17932900000000002,0.184065,0.18140214999999998,0.18134450000000002,0.0012692038163746601,9.328799000000002,9.639232,9.4701502,9.4849915,0.07750920777468945,0.793187,0.8100510000000001,0.79982665,0.799091,0.004522584949727336,4.851985,5.039473,4.938442099999999,4.9446885,0.05494663305508362,0.094368,0.095008,0.09465945,0.09460850000000001,0.00018111087073944672,0.002304,0.00256,0.00236645,0.002336,6.438049005715942e-05,28,4,3584,18944,151936,True,3872,1
0.335201,0.355009,0.3481977142857143,0.34998500000000005,0.004689098442566712,0.174976,0.185312,0.182242,0.183617,0.002485292336929403,0.133249,0.139329,0.13751740000000004,0.13788899999999998,0.0015068686206833014,0.9483870000000001,1.024132,0.99952965,1.0086590000000002,0.017642173225753684,0.17414400000000002,0.184225,0.18090770000000003,0.182241,0.0024978450732581455,8.833021,9.443103,9.2075103,9.243165999999999,0.1650068615176653,0.7710739999999999,0.8049940000000001,0.7940953999999999,0.7959545,0.007669853938635361,4.557007,4.921808,4.8120332,4.850816,0.07914609455911284,0.09372799999999999,0.094433,0.09410115,0.094097,0.00016405190489598154,0.0022400000000000002,0.002528,0.00236325,0.002368,5.9247679279445156e-05,28,4,3584,18944,151936,True,3840,1
